,Nom,Prix(€),Informations Supplementaires,Reference url
10,AOC 24B1H,109.99,"Moniteur 23.6"" VA LED - Full HD - 8 ms - HDMI / VGA - Bords fin",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20011804.html
11,AOC 24B2XH,109.99,"Moniteur 23.8"" IPS 75 Hz - Full HD - 7 ms - HDMI / VGA - bords fin",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20002686.html
12,AOC 24G2SPAE,169.99,"Moniteur 23.6"" IPS 165 Hz - Full HD - 1 ms MPRT - DisplayPort / HDMI / VGA - Bords fins",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20013774.html
13,AOC 24G2SPU Adaptive Sync,189.99,"Moniteur 24"" IPS 165 Hz - Full HD - 1 ms MPRT - DisplayPort / HDMI / VGA - Bords fins - Pied réglable + Rotation - Hub USB",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20012804.html
14,AOC 24G2ZE/BK FreeSync,239.99,"Moniteur 23.8"" IPS 240 Hz - Full HD - 0.5 ms - DisplayPort / HDMI - Bords fins",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20010343.html
15,AOC 24G2ZU/BK Adaptive Sync,269.99,"Moniteur 23.8"" IPS 240 Hz - Full HD - 0.5 ms - DisplayPort / HDMI - Bords fins",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20010344.html
16,AOC 24P1,194.99,"Moniteur 24"" IPS 60 Hz - Full HD - 5 ms - DisplayPort / HDMI - HP intégrés - bords extra-fins - Hub USB",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20004075.html
17,AOC 24P2C,244.99,"Moniteur 24"" IPS 75 Hz - Full HD - 4 ms - DisplayPort / HDMI / USB-C - HP intégrés - bords extra-fins - Hub USB",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20004335.html
18,AOC 27B2H,149.99,"Moniteur 27"" IPS 75 Hz - Full HD - 7 ms - HDMI / VGA - bords fin",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20002687.html
19,AOC 27E2QAE,198.99,"Moniteur 27"" IPS 75 Hz - Full HD - 4 ms - DisplayPort / HDMI / VGA - HP intégrés",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20005814.html
20,AOC 27G2SPAE/BK,199.99,"Moniteur 27"" IPS 165 Hz - Full HD - 1 ms - DisplayPort / HDMI / VGA - Bords extra-fins - Haut-parleurs intégrés",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20015660.html
21,AOC 27G2SPU Adaptive Sync,239.99,"Moniteur 27"" IPS 165 Hz - Full HD - 1 ms - DisplayPort / HDMI / VGA - Bords extra-fins - Pied réglable + rotation - Haut-parleurs intégrés",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20013173.html
22,AOC AG274QXM,969.99,"Moniteur 27"" IPS Mini LED 170 Hz - 2560 x 1440 px (QHD) - 1 ms MPRT - DisplayPort / HDMI (x2) - USB-C - HP intégrés - Pied réglable + Mode portrait - Bords extra-fins",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20011259.html
23,AOC AG274UXP Adaptive Sync,969.99,"Moniteur 27"" IPS 144 Hz - 3840 x 2160 px (UHD) - HDR600 - 1 ms - DisplayPort / HDMI 2.1 / USB-C - HP intégrés - Pied réglable + Rotation - Hub USB 3.0",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20013178.html
24,AOC AG493QCX FreeSync,899.99,"Moniteur 49"" VA 144 Hz - 3840 x 1080 px (Dual FHD) - 1 ms - DisplayPort / HDMI / USB - HP intégrés - Pied réglable + Rotation - Bords extra-fins - Hub USB",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20010380.html
25,AOC Agon AG254FG,799.99,"Moniteur 24.5"" IPS LED 360 Hz - HDR 400 - Full HD - 1 ms - DisplayPort / HDMI (x2) - Bords extra-fins - Pied réglable + Rotation - HP intégrés",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20010342.html
26,AOC AGON AG273QX Adaptive Sync,509.99,"Moniteur 27"" VA 165 Hz - 2560 x 1440 px (QHD) - HDR 400 - 1 ms - DisplayPort / HDMI - HP intégrés - Bords-fins - Compatible G-Sync",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20001471.html
27,AOC Agon AG325QZN,489.99,"Moniteur 31.5"" VA 240 Hz - HDR 400 - 2560 x 1440 px (QHD) - 1 ms - DisplayPort / HDMI - Bords fins - Pied réglable + Rotation - Hub USB",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20016487.html
28,AOC C27G2AE FreeSync (dalle incurvée),219.99,"Moniteur 27"" VA 165 Hz - Full HD - 1 ms MPRT - DisplayPort / 2 x HDMI / VGA - HP intégrés - Bords extra-fins",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20005165.html
29,AOC C27G2ZE Adaptive Sync (dalle incurvée),249.99,"Moniteur 27"" VA 240 Hz - Full HD - 0.5 ms - DisplayPort / HDMI - Bords extra-fins",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20002501.html
30,AOC C27G2ZU Adaptive Sync (dalle incurvée),239.99,"Moniteur 27"" VA 240 Hz - Full HD - 0.5 ms - DisplayPort / HDMI - Pied réglable + Rotation - HP intégrés",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20002377.html
31,AOC C27G3U/BK Adaptive Sync,258.99,"Moniteur 27"" VA 165 Hz - Full HD - 1 ms MPRT - DisplayPort / HDMI (x2) - Pied réglable + Rotation - HP intégrés - Bords extra-fins - Hub USB",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20010345.html
32,AOC C32G2ZE FreeSync (dalle incurvée),269.99,"Moniteur 32"" VA 240 Hz - Full HD - 1 ms - DisplayPort / HDMI - Bords extra-fins",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20004339.html
33,AOC CQ27G2U/BK Adaptive Sync (dalle incurvée),279.99,"Moniteur 27"" VA 144 Hz - 2560 x 1440 px (QHD) - 1 ms - DisplayPort / HDMI (x2) - Pied réglable - Bords extra-fins - Hub USB",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20001473.html
34,AOC CQ32G2SE/BK FreeSync (dalle incurvée),369.99,"Moniteur 32"" VA 165 Hz - 2560 x 1440 px (QHD) - 1 ms - DisplayPort / HDMI - Pied réglable - Bords extra-fins",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20005887.html
35,AOC CU34G2X FreeSync (dalle incurvée),439.99,"Moniteur 34"" VA LED 21/9 144 Hz - 3440 x 1440 px (WQHD) - 1 ms - DisplayPort / HDMI (x2) - Bords extra-fins - Pied réglable - Hub USB",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in11020259.html
36,AOC PD32M,1899.99,"Moniteur 31.5"" IPS Mini-LED 144 Hz - HDR 1400 - 3840 x 2160 px (Ultra HD 4K) - 1 ms - DisplayPort / HDMI 2.1 / USB-C - Haut-parleurs intégrés - Pied réglable + Rotation - Bords extra-fins - Hub USB 3.0",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20012522.html
37,AOC Q24P2Q,249.99,"Moniteur 24"" IPS 75 Hz - 2560 x 1440 px (QHD) - 4 ms - DisplayPort / HDMI - HP intégrés - Pied réglable + Rotation - Hub USB 3.0",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20004337.html
38,AOC Q27G2E/BK,239.99,"Moniteur 27"" VA 155 Hz - 2560 x 1440 px (QHD) - 1 ms - DisplayPort / HDMI (x2) - Bords extra-fins",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20015869.html
39,AOC Q27G2S Adaptive Sync,299.99,"Moniteur 27"" IPS 165 Hz - 2560 x 1440 px (QHD) - 1 ms - DisplayPort / HDMI - Pied réglable + Rotation - Bords fins - Compatible G-Sync",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20011258.html
40,AOC Q27G2U Adaptive Sync,269.99,"Moniteur 27"" VA 144 Hz -2560 x 1440 (QHD) - 1 ms - DisplayPort / HDMI (x2) - Bords extra-fins -  Pied réglable + Pivot - Hub USB",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in11020257.html
41,AOC Q27V4AE Adaptative Sync,259.99,"Moniteur 27"" IPS 75 Hz - 2560 x 1440 px (QHD) - 4 ms - DisplayPort / HDMI - HP intégrés - Compatible G-Sync",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20007774.html
42,AOC U27P2,379.99,"Moniteur 27"" IPS 60 Hz - 3840 x 2160 px (Ultra HD 4K) - 4 ms - DisplayPort / HDMI - HP intégrés - Bords fins - Pied réglable + rotation - Hub USB 3.0",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20004336.html
43,AOC U28G2AE FreeSync,369.99,"Moniteur 28"" IPS 60 Hz - 3840 x 2160 px (Ultra HD 4K) - 1 ms MPRT - DisplayPort / HDMI 2.1 (x2) - HP intégrés - Bords extra-fins",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20009737.html
44,AOC U34G3XM Adaptive Sync,389.99,"Moniteur 34"" VA 144 Hz 21/9 - 3440 x 1440 px - 1 ms MPRT - DisplayPort / HDMI (x2) - Pied réglable - Bords extra-fins",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20015662.html
45,Aorus FI32U-EK VRR,1029.99,"Moniteur 31.5"" IPS LED 144 Hz - HDR 400 - 3840 x 2160 px (Ultra HD 4K) - 1 ms MPRT - DisplayPort / HDMI 2.1 (x2) - Pied réglable - Bords extra-fins - Hub USB 3.0",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20010476.html
46,Asus BE24EQK,229.99,"Moniteur 23.8"" IPS LED 60 Hz- Full HD - 5 ms - DisplayPort / HDMI / VGA - HP intégrés - Bords extra-fins - Webcam intégrée",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20011080.html
47,Asus MB16ACV,249.99,"Moniteur portable 15.6"" IPS LED - Full HD - 5 ms - USB-C",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20013196.html
48,Asus MB16AH,249.99,"Moniteur portable 15.6"" IPS LED - Full HD - 5 ms - Micro HDMI / USB-C - Alimentation par port USB 3.0 - Mode portrait - anti-lumière bleue et anti-reflet",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20008238.html
49,Asus ProArt PA148CTV,424.99,"Moniteur portable 14"" IPS Tactile - Full HD - 5 ms Micro HDMI / USB-C (x2) - Etui inclus - Certifié Calman Verified",https://www.topachat.com/pages/detail2_cat_est_peripheriques_puis_rubrique_est_w_moni_puis_ref_est_in20008242.html
